pID,pname,alcdegree,volume,ingredient,pcompany,pprice,pperson,pcategory,pdesc,pstock,imgpath
552,녹천 소곡화주 480ml,41,480ml,"찹쌀, 누룩, 백미 , 정제수",녹천주조장,41000,웃어른,,,5,
553,마주 소곡화주,41,500ml,"국내산 찹쌀, 국내산 백미, 모싯잎, 우리밀 누룩, 정제수, 효모",옥순가 소곡주 마주,41000,웃어른,,,5,
554,원조 소곡화주,41,300ml,"찹쌀, 멥쌀, 누룩",원조소곡주,41000,웃어른,,,5,
555,예담은 한산소곡화주,41,500ml,"찹쌀, 멥쌀, 누룩, 대두, 구절초",한산예담은소곡주,41000,웃어른,,,5,
556,주향담을,41,500ml,"쌀, 국, 효모, 정제수",농업회사법인 담을,41000,웃어른,,,5,
557,모월인미니,41,150ml,"쌀(국내산), 누룩, 정제수",,41000,웃어른,,,5,
558,유기농 이도 42,42,750ml,"유기농쌀 (100%), 정제수, 증류원액, 국, 조제종국, 효모 등",조은술 세종,42000,웃어른,,,5,
559,소여강,42,375ml,"쌀(경기미), 누룩(국내산), 물(정제수)",추연당,42000,웃어른,,,5,
560,금산인삼백주,43,500ml,"국내산쌀 95.8%, 국내산 인삼 4.2%",㈜금산인삼주,43000,웃어른,,,5,
561,불소곡주,43,700ml,"찹쌀, 국내산 멥쌀",한산소곡주,43000,웃어른,,,5,
562,금산인삼주 수삼 500,43,500ml,"국내산 쌀, 국내산 인삼",㈜금산인삼주,43000,웃어른,,,5,
563,소나무와 학,43,700ml,"국내산 쌀, 황기",용두산조은술(영),43000,웃어른,,,5,
564,수삼단본 720,43,720ml,"국내산 쌀, 국내산 인삼",㈜금산인삼주,43000,웃어른,,,5,
565,두리향,43,500ml,"국내산 찹쌀, 누룩, 정제수",케이소주,43000,웃어른,,,5,
566,수성 프리미엄 백주43,43,500ml,"수수, 정제수",㈜수성주류,43000,웃어른,,,5,
567,부자진 배치#0001,44,375ml,"캐모마일, 라벤더, 레몬 베버나, 노간주나무 열매, 한라봉, 헛개나무, 솔잎,쑥",㈜부자진농업회사법인,44000,웃어른,,,5,
568,부자진 오미자 진,44,375ml,"솔잎, 쑥, 헛개, 한라봉, 오미자 등",(주)부자진농업회사법인,44000,웃어른,,,5,
569,세우리,45,700ml,"산양삼, 하수오, 구기자, 쌀",제주샘주,45000,웃어른,,,5,
570,명인 안동소주 하회탈,45,800ml,국내산 쌀 100%,명인안동소주,45000,웃어른,,,5,
571,명인 안동소주,45,800ml,국내산 쌀 100%,명인안동소주,45000,웃어른,,,5,
572,안동소주,45,"400ml, 600ml, 800ml",국내산 쌀,민속주안동소주,45000,웃어른,,,5,
573,로얄 안동소주,45,"600ml, 800ml",국내산 쌀,(농)유토피아㈜,45000,웃어른,,,5,
574,명인 안동소주 호리병,45,800ml,"국내산 쌀, 누룩, 정제수",명인안동소주,45000,웃어른,,,5,
575,메밀로,45,500ml,"국내산 쌀, 메밀, 누룩, 정제수",두루,45000,웃어른,,,5,
576,민속주 안동소주,45,400ml,"국내산 쌀, 누룩, 정제수",민속주안동소주,45000,웃어른,,,5,
577,명인 안동소주 양반탈,45,800ml,"국내산 쌀, 누룩, 정제수",명인안동소주,45000,웃어른,,,5,
578,삼해소주,45,400ml,"멥쌀, 찹쌀, 누룩",㈜삼해소주,45000,웃어른,,,5,
579,추사47,47,500ml,"예산사과(100%), 효모",,47000,웃어른,,,5,
580,송로주,48,700ml,"멥쌀, 솔옹이, 솔잎, 복령",송로주,48000,웃어른,,,5,
581,강소주,50,"200ml, 1800ml","국내산 쌀, 정제수",내국양조,50000,웃어른,,,5,
582,신례명주,50,750ml,"제주산감귤, 감귤 증류주",시트러스,50000,웃어른,,,5,
583,고운달 백자,52,500ml,오미자(문경산),오미나라,52000,웃어른,,,5,
584,고운달 오크,52,500ml,오미자(문경산),오미나라,52000,웃어른,,,5,
585,이상헌 소주,52,500ml,증류소주원액,농업회사법인 이가수불㈜,52000,웃어른,,,5,
586,예술주조 `무작`,53,350ml,"홍천쌀, 밀누룩, 정제수",예술주조,53000,웃어른,,,5,
587,독산 53,53,250ml,"국내산 쌀, 누룩, 효모, 정제수",오산양조,53000,웃어른,,,5,
588,이담,55,700ml,"국내산 쌀, 국내산 배",배혜정도가,55000,웃어른,,,5,
589,주향아라,55,500ml,"쌀, 국, 효모, 정제수",농업회사법인 담을,55000,웃어른,,,5,
590,부자,10,375ml,"쌀, 정제수, 고과당, 효모 등",배혜정도가,10000,웃어른,,,5,
591,부자,13,375ml,"쌀, 정제수, 고과당, 효모 등",배혜정도가,13000,웃어른,,,5,
592,부자,16,375ml,"쌀, 정제수, 고과당, 효모 등",배혜정도가,16000,웃어른,,,5,
593,매실원주 허니,13,300ml,"국내산 황매  80%, 청매20%",더한주류,13000,웃어른,,,5,
594,매실원주 허니,15,300ml,"국내산 황매  80%, 청매20%",더한주류,15000,웃어른,,,5,
595,매실원주 허니,20,300ml,"국내산 황매  80%, 청매20%",더한주류,20000,웃어른,,,5,
596,The 찾을수록,14,360ml,"사과와인, 정제수, 정제주정 외 제품별 농축액 (복숭아, 포도, 사과, 감귤, 생강, 커피향 등)",㈜한국애플리즈,14000,웃어른,,,5,
597,"전주이강주25%, 19%",19,"19-375ml, 25-500ml",국내산 쌀,전주이강주,19000,웃어른,,,5,
598,"전주이강주25%, 19%",25,"19-375ml, 25-500ml",국내산 쌀,전주이강주,25000,웃어른,,,5,
599,"진심홍삼인삼주 38%, 19%",19,"19-375ml, 38-750ml","국내산 쌀, 국내산 지초",(농)㈜태평주가,19000,웃어른,,,5,
600,"진심홍삼인삼주 38%, 19%",38,"19-375ml, 38-750ml","국내산 쌀, 국내산 지초",(농)㈜태평주가,38000,웃어른,,,5,
601,"명인안동소주 35%, 45%",22,"22, 35-360ml, 45-400ml, 600ml, 800ml",국내산 쌀,명인안동소주,22000,웃어른,,,5,
602,"명인안동소주 35%, 45%",35,"22, 35-360ml, 45-400ml, 600ml, 800ml",국내산 쌀,명인안동소주,35000,웃어른,,,5,
603,"명인안동소주 35%, 45%",45,"22, 35-360ml, 45-400ml, 600ml, 800ml",국내산 쌀,명인안동소주,45000,웃어른,,,5,
604,미르,25,375ml,"쌀(국내산 경기미 100%), 누룩, 정제수",술샘,25000,웃어른,,,5,
605,미르,40,375ml,"쌀(국내산 경기미 100%), 누룩, 정제수",술샘,40000,웃어른,,,5,
606,미르,54,375ml,"쌀(국내산 경기미 100%), 누룩, 정제수",술샘,54000,웃어른,,,5,
607,풍정사계 동(冬),25,375ml,"찹쌀, 향온곡",화양,25000,웃어른,,,5,
608,풍정사계 동(冬),45,375ml,"찹쌀, 향온곡",화양,45000,웃어른,,,5,
609,고소리술,29,"29-750ml, 40-375ml, 400ml","제주산 좁쌀53%, 국내산 쌀 47%",제주샘주,29000,웃어른,,,5,
610,고소리술,40,"29-750ml, 40-375ml, 400ml","제주산 좁쌀53%, 국내산 쌀 47%",제주샘주,40000,웃어른,,,5,
611,"진도홍주 아라리35%, 루비콘40%",35,"375ml, 500ml, 700ml","국내산 쌀, 국내산 지초",대대로영농조합법인,35000,웃어른,,,5,
612,"진도홍주 아라리35%, 루비콘40%",40,"375ml, 500ml, 700ml","국내산 쌀, 국내산 지초",대대로영농조합법인,40000,웃어른,,,5,
613,한주,45,700ml,국내산 쌀,한주양조,45000,웃어른,,,5,
614,포항불로주,35,"35-750ml, 45-800ml",국내산 쌀,불로주,35000,웃어른,,,5,
615,포항불로주,45,"35-750ml, 45-800ml",국내산 쌀,불로주,45000,웃어른,,,5,
616,소호,36.5,"350ml, 750ml","평택 쌀(발아 현미, 백미), 누룩, 정제수, 대나무잎",밝은세상영농조합,36500,웃어른,,,5,
617,소호,56,"350ml, 750ml","평택 쌀(발아 현미, 백미), 누룩, 정제수, 대나무잎",밝은세상영농조합,56000,웃어른,,,5,
618,"화요 41%, 25%, 17%",17,"375ml, 500ml, 750ml",국내산 쌀,㈜화요,17000,웃어른,,,5,
619,"화요 41%, 25%, 17%",25,"375ml, 500ml, 750ml",국내산 쌀,㈜화요,25000,웃어른,,,5,
620,"화요 41%, 25%, 17%",41,"375ml, 500ml, 750ml",국내산 쌀,㈜화요,41000,웃어른,,,5,
621,호랑이 생 막걸리,6,750ml,"물, 쌀(국내산),에리스리톨, 효모, 국, 젖산, 합성향료,밀함유",배혜정도가,6000,연인,,,5,
622,도구막걸리,6,750ml,"정제수, 밀가루, 효모, 조제종국, 정제효소제, 젖산, 아스파탐, 아세설팜칼륨",동해명주,6000,연인,,,5,
623,세오녀탁주,6,750ml,"정제수, 쌀(국내산, 포항쌀), 누룩, 효모, 조제종국, 정제효소제, 젖산",동해명주,6000,연인,,,5,
624,동해동동주,6,750ml,쌀100%(포항쌀),동해명주,6000,연인,,,5,
625,영탁막걸리,6,750ml,"정제수, 백미(국내산), 입국(쌀, 밀), 물엿, 올리고당, 누룩(밀), 효모, 아스파탐, 아세설팔칼륨",예천양조,6000,연인,,,5,
626,지리산 허브잎술 쌀 막걸리,6,750ml,"쌀(국내산), 입국, 정제수, 효모, 곡자, 국내산허브(로즈마리, 라벤다잎줄기추출액, 울금) 등",운봉주조,6000,연인,,,5,
627,야관문 쌀 막걸리,6,750ml,"팽화미, 입국, 효모, 곡자(밀), 정제수, 야관문잎 줄기 추출액 등",지리산 운봉주조,6000,연인,,,5,
